,wave.time,wave.allitemcount,wave.totalelements,wave.error.count,wave.contrast.count,wave.alert.count,wave.feature.count,wave.structure.count,wave.aria.count,ipeds.schoolname,ipeds.city,ipeds.state,ipeds.degrees_awarded.predominant,ipeds.degrees_awarded.highest,ipeds.ownership,ipeds.admission_rate.overall,ipeds.online_only,ipeds.tuition.in_state,ipeds.tuition.out_of_state,ipeds.ft_faculty_rate,ipeds.institutional_characteristics.level,ipeds.endowment.begin,ipeds.size,calc.avg_net_price,calc.attendance_cost,calc.above_average_errors
433,4.93,580,1761,1,0,85,91,170,233,Bay de Noc Community College,Escanaba,MI,Predominantly associate's-degree granting,Associate degree,Public,,Not online only,5250.0,10050.0,1.0,2-year,10351406.0,1173.0,7627.0,13694.0,False
434,3.52,157,777,2,5,9,14,65,62,Davenport University,Grand Rapids,MI,Predominantly bachelor's-degree granting,Graduate degree,Private nonprofit,0.9256,Not online only,20260.0,20260.0,0.2309,4-year,25978476.0,4508.0,18264.0,31321.0,False
435,3.52,157,777,2,5,9,14,65,62,Davenport University-Warren Location,Warren,MI,Not classified,Non-degree-granting,Private nonprofit,,,20260.0,20260.0,,4-year,,,,,False
436,3.52,157,777,2,5,9,14,65,62,Davenport University-Kalamazoo Location,Kalamazoo,MI,Not classified,Non-degree-granting,Private nonprofit,,,,,,4-year,,,,,False
437,3.52,157,777,2,5,9,14,65,62,Davenport University-Lansing Location,Lansing,MI,Not classified,Non-degree-granting,Private nonprofit,,,20260.0,20260.0,,4-year,,,,,False
438,3.52,157,777,2,5,9,14,65,62,Davenport University-Midland Location,Midland,MI,Not classified,Non-degree-granting,Private nonprofit,,,19132.0,19132.0,,4-year,,,,,False
439,3.52,157,777,2,5,9,14,65,62,Davenport University-Holland Location,Holland,MI,Not classified,Non-degree-granting,Private nonprofit,,,20260.0,20260.0,,4-year,,,,,False
440,3.52,157,777,2,5,9,14,65,62,Davenport University-Flint Location,Fenton,MI,Not classified,Non-degree-granting,Private nonprofit,,,,,,4-year,,,,,False
441,3.52,157,777,2,5,9,14,65,62,Davenport University-Traverse City Location,Traverse City,MI,Not classified,Non-degree-granting,Private nonprofit,,,,,,4-year,,,,,False
442,3.52,157,777,2,5,9,14,65,62,Davenport University-Livonia Location,Livonia,MI,Not classified,Non-degree-granting,Private nonprofit,,,,,,4-year,,,,,False
443,3.52,157,777,2,5,9,14,65,62,Davenport University-Grand Rapids Downtown,Grand Rapids,MI,Not classified,Non-degree-granting,Private nonprofit,,,,,,4-year,,,,,False
444,3.52,157,777,2,5,9,14,65,62,Davenport University - Treasury Site Dimondale,Dimondale,MI,Not classified,Non-degree-granting,Private nonprofit,,,,,,4-year,,,,,False
445,3.52,157,777,2,5,9,14,65,62,Davenport University - Wayne CCCD,Belleville,MI,Not classified,Non-degree-granting,Private nonprofit,,,,,,4-year,,,,,False
446,3.52,157,777,2,5,9,14,65,62,Davenport University - Macomb CC,Clinton Township,MI,Not classified,Non-degree-granting,Private nonprofit,,,,,,4-year,,,,,False
447,3.52,157,777,2,5,9,14,65,62,Davenport University - Schoolcraft College,Livonia,MI,Not classified,Non-degree-granting,Private nonprofit,,,,,,4-year,,,,,False
448,3.52,157,777,2,5,9,14,65,62,Davenport University - Detroit,Detroit,MI,Not classified,Non-degree-granting,Private nonprofit,,,20260.0,20260.0,,4-year,,,,,False
449,27.98,109,552,1,5,33,17,27,26,University of Detroit Mercy,Detroit,MI,Predominantly bachelor's-degree granting,Graduate degree,Private nonprofit,0.795,Not online only,29562.0,29562.0,1.0,4-year,69415105.0,2424.0,17058.0,38440.0,False
450,3.92,110,493,2,0,15,23,36,34,Eastern Michigan University,Ypsilanti,MI,Predominantly bachelor's-degree granting,Graduate degree,Public,0.7518,Not online only,13810.0,13810.0,0.9885,4-year,78392755.0,13148.0,15127.0,24994.0,False
451,4.32,230,1047,4,3,22,97,26,78,Creative Hair School of Cosmetology,Flint,MI,Predominantly certificate-degree granting,Certificate degree,Private for-profit,,Not online only,,,,Less-than-2-year,,50.0,9246.0,14846.0,False
452,4.72,153,846,0,1,35,26,50,41,Jackson College,Jackson,MI,Predominantly associate's-degree granting,Bachelor's degree,Public,,Not online only,6703.0,11933.0,1.0,4-year,11049047.0,3002.0,10729.0,18547.0,False
453,6.93,409,1411,12,0,11,87,62,237,Lake Superior State University,Sault Ste Marie,MI,Predominantly bachelor's-degree granting,Bachelor's degree,Public,0.695,Not online only,12744.0,12744.0,0.9515,4-year,29041104.0,1651.0,13668.0,23239.0,False
454,3.34,238,776,6,0,180,13,39,0,Rochester University,Rochester Hills,MI,Predominantly bachelor's-degree granting,Graduate degree,Private nonprofit,0.9943,Not online only,24720.0,24720.0,0.5965,4-year,3929502.0,920.0,17003.0,33013.0,False
455,6.53,183,790,10,5,52,24,41,51,University of Michigan-Flint,Flint,MI,Predominantly bachelor's-degree granting,Graduate degree,Public,0.7742,Not online only,12744.0,24546.0,0.5553,4-year,117257000.0,4725.0,12689.0,21376.0,False
456,2.83,698,1073,2,4,173,19,64,436,Ross Medical Education Center-Lansing,Lansing,MI,Predominantly certificate-degree granting,Certificate degree,Private for-profit,,Not online only,,,,Less-than-2-year,,100.0,18872.0,23119.0,False
457,2.83,698,1073,2,4,173,19,64,436,Ross Medical Education Center-Warren,Warren,MI,Predominantly certificate-degree granting,Certificate degree,Private for-profit,,Not online only,,,,Less-than-2-year,,174.0,17313.0,21830.0,False
458,2.83,698,1073,2,4,173,19,64,436,Ross Medical Education Center-Flint,Flint,MI,Predominantly certificate-degree granting,Certificate degree,Private for-profit,,Not online only,,,,Less-than-2-year,,184.0,18540.0,23302.0,False
459,2.83,698,1073,2,4,173,19,64,436,Ross Medical Education Center-Cincinnati,Cincinnati,OH,Predominantly certificate-degree granting,Certificate degree,Private for-profit,,Not online only,,,,Less-than-2-year,,112.0,19354.0,24294.0,False
460,2.83,698,1073,2,4,173,19,64,436,Ross Medical Education Center-Saginaw,Saginaw,MI,Predominantly certificate-degree granting,Certificate degree,Private for-profit,,Not online only,,,,Less-than-2-year,,131.0,18951.0,23096.0,False
461,2.83,698,1073,2,4,173,19,64,436,Ross Medical Education Center-Brighton,Brighton,MI,Predominantly certificate-degree granting,Certificate degree,Private for-profit,,Not online only,,,,Less-than-2-year,,55.0,18410.0,22451.0,False
462,2.83,698,1073,2,4,173,19,64,436,Ross Medical Education Center-Ann Arbor,Ann Arbor,MI,Predominantly certificate-degree granting,Certificate degree,Private for-profit,,Not online only,,,,Less-than-2-year,,59.0,17144.0,21534.0,False
463,2.83,698,1073,2,4,173,19,64,436,Ross Medical Education Center-Port Huron,Port Huron,MI,Predominantly certificate-degree granting,Certificate degree,Private for-profit,,Not online only,,,,Less-than-2-year,,48.0,18891.0,22978.0,False
464,2.83,698,1073,2,4,173,19,64,436,Ross Medical Education Center-Roosevelt Park,Roosevelt Park,MI,Predominantly certificate-degree granting,Certificate degree,Private for-profit,,Not online only,,,,Less-than-2-year,,166.0,18310.0,23379.0,False
465,2.83,698,1073,2,4,173,19,64,436,Ross Medical Education Center-Kentwood,Kentwood,MI,Predominantly certificate-degree granting,Certificate degree,Private for-profit,,Not online only,,,,Less-than-2-year,,173.0,18775.0,23015.0,False
466,2.83,698,1073,2,4,173,19,64,436,Ross Medical Education Center-Taylor,Taylor,MI,Predominantly certificate-degree granting,Certificate degree,Private for-profit,,Not online only,,,,Less-than-2-year,,59.0,18029.0,22419.0,False
467,2.83,698,1073,2,4,173,19,64,436,Ross College-Davenport,Davenport,IA,Predominantly certificate-degree granting,Associate degree,Private for-profit,,Not online only,,,,2-year,,62.0,19880.0,24772.0,False
468,2.83,698,1073,2,4,173,19,64,436,Ross College-Hopkinsville,Hopkinsville,KY,Predominantly certificate-degree granting,Associate degree,Private for-profit,,Not online only,,,,2-year,,98.0,19531.0,24606.0,False
469,2.83,698,1073,2,4,173,19,64,436,Ross Medical Education Center-New Baltimore,New Baltimore,MI,Predominantly certificate-degree granting,Certificate degree,Private for-profit,,Not online only,,,,Less-than-2-year,,59.0,20310.0,24841.0,False
470,2.83,698,1073,2,4,173,19,64,436,Ross College-Sylvania,Sylvania,OH,Predominantly associate's-degree granting,Associate degree,Private for-profit,,Not online only,,,,2-year,,557.0,,,False
471,2.83,698,1073,2,4,173,19,64,436,Ross Medical Education Center-Fort Wayne,Fort Wayne,IN,Predominantly certificate-degree granting,Certificate degree,Private for-profit,,Not online only,,,,2-year,,173.0,18750.0,23107.0,False
472,2.83,698,1073,2,4,173,19,64,436,Ross Medical Education Center-Battle Creek,Battle Creek,MI,Predominantly certificate-degree granting,Certificate degree,Private for-profit,,Not online only,,,,Less-than-2-year,,50.0,20759.0,25190.0,False
473,2.83,698,1073,2,4,173,19,64,436,Ross Medical Education Center-Davison,Davison,MI,Predominantly certificate-degree granting,Certificate degree,Private for-profit,,Not online only,,,,Less-than-2-year,,58.0,18663.0,23836.0,False
474,2.83,698,1073,2,4,173,19,64,436,Ross Medical Education Center-Granger,Granger,IN,Predominantly certificate-degree granting,Associate degree,Private for-profit,,Not online only,,,,2-year,,161.0,19161.0,23645.0,False
475,2.83,698,1073,2,4,173,19,64,436,Ross Medical Education Center-Niles,Niles,OH,Predominantly certificate-degree granting,Certificate degree,Private for-profit,,Not online only,,,,Less-than-2-year,,159.0,18679.0,23612.0,False
476,2.83,698,1073,2,4,173,19,64,436,Ross Medical Education Center-Canton,Canton,MI,Predominantly certificate-degree granting,Certificate degree,Private for-profit,,Not online only,,,,Less-than-2-year,,121.0,18701.0,23182.0,False
477,2.83,698,1073,2,4,173,19,64,436,Ross Medical Education Center-Morgantown,Morgantown,WV,Predominantly certificate-degree granting,Certificate degree,Private for-profit,,Not online only,,,,Less-than-2-year,,68.0,17721.0,22064.0,False
478,2.83,698,1073,2,4,173,19,64,436,Ross Medical Education Center-Dayton,Dayton,OH,Predominantly certificate-degree granting,Certificate degree,Private for-profit,,Not online only,,,,Less-than-2-year,,115.0,19255.0,23773.0,False
479,2.83,698,1073,2,4,173,19,64,436,Ross Medical Education Center-Ontario,Ontario,OH,Predominantly certificate-degree granting,Certificate degree,Private for-profit,,Not online only,,,,Less-than-2-year,,74.0,18438.0,23215.0,False
480,2.83,698,1073,2,4,173,19,64,436,Ross Medical Education Center-Bowling Green,Bowling Green,KY,Predominantly certificate-degree granting,Certificate degree,Private for-profit,,Not online only,,,,Less-than-2-year,,80.0,18570.0,23280.0,False
481,2.83,698,1073,2,4,173,19,64,436,Ross Medical Education Center-Kokomo,Kokomo,IN,Predominantly certificate-degree granting,Certificate degree,Private for-profit,,Not online only,,,,2-year,,87.0,20421.0,24147.0,False
482,2.83,698,1073,2,4,173,19,64,436,Ross Medical Education Center-Erlanger,Erlanger,KY,Predominantly certificate-degree granting,Certificate degree,Private for-profit,,Not online only,,,,Less-than-2-year,,142.0,19607.0,24028.0,False
483,2.83,698,1073,2,4,173,19,64,436,Ross Medical Education Center-Charleston,Charleston,WV,Predominantly certificate-degree granting,Certificate degree,Private for-profit,,Not online only,,,,Less-than-2-year,,135.0,18218.0,23365.0,False
484,2.83,698,1073,2,4,173,19,64,436,Ross Medical Education Center-Owensboro,Owensboro,KY,Predominantly certificate-degree granting,Certificate degree,Private for-profit,,Not online only,,,,Less-than-2-year,,37.0,19096.0,23869.0,False
485,2.83,698,1073,2,4,173,19,64,436,Ross Medical Education Center-Evansville,Evansville,IN,Predominantly certificate-degree granting,Certificate degree,Private for-profit,,Not online only,,,,Less-than-2-year,,97.0,19596.0,24121.0,False
486,2.83,698,1073,2,4,173,19,64,436,Ross Medical Education Center-Johnson City,Johnson City,TN,Predominantly certificate-degree granting,Certificate degree,Private for-profit,,Not online only,,,,Less-than-2-year,,106.0,19021.0,23400.0,False
487,2.83,698,1073,2,4,173,19,64,436,Ross Medical Education Center-Huntsville,Huntsville,AL,Predominantly certificate-degree granting,Certificate degree,Private for-profit,,Not online only,,,,Less-than-2-year,,131.0,19250.0,23869.0,False
488,2.83,698,1073,2,4,173,19,64,436,Ross Medical Education Center-Knoxville,Knoxville,TN,Predominantly certificate-degree granting,Certificate degree,Private for-profit,,Not online only,,,,Less-than-2-year,,103.0,18709.0,23692.0,False
489,2.83,698,1073,2,4,173,19,64,436,Ross Medical Education Center-Muncie,Muncie,IN,Predominantly certificate-degree granting,Certificate degree,Private for-profit,,Not online only,,,,Less-than-2-year,,117.0,19993.0,25089.0,False
490,2.83,698,1073,2,4,173,19,64,436,Ross Medical Education Center-Elyria,Elyria,OH,Predominantly certificate-degree granting,Certificate degree,Private for-profit,,Not online only,,,,Less-than-2-year,,93.0,19880.0,24748.0,False
491,2.83,698,1073,2,4,173,19,64,436,Ross Medical Education Center-Lafayette,Lafayette,IN,Predominantly certificate-degree granting,Certificate degree,Private for-profit,,Not online only,,,,Less-than-2-year,,91.0,19884.0,24421.0,False
492,2.83,698,1073,2,4,173,19,64,436,Ross Medical Education Center-Midland,Midland,MI,Predominantly certificate-degree granting,Certificate degree,Private for-profit,,Not online only,,,,Less-than-2-year,,68.0,19943.0,25180.0,False
493,2.83,698,1073,2,4,173,19,64,436,Ross Medical Education Center - Kalamazoo,Kalamazoo,MI,Predominantly certificate-degree granting,Certificate degree,Private for-profit,,Not online only,,,,Less-than-2-year,,130.0,17963.0,23354.0,False
494,2.83,698,1073,2,4,173,19,64,436,Ross College-Canton,Canton,OH,Predominantly certificate-degree granting,Associate degree,Private for-profit,,Not online only,,,,2-year,,279.0,18412.0,19746.0,False
495,2.83,698,1073,2,4,173,19,64,436,Ross College-Grand Rapids North,Grand Rapids,MI,Predominantly certificate-degree granting,Certificate degree,Private for-profit,,Not online only,,,,2-year,,246.0,18077.0,22725.0,False
496,3.92,154,825,3,11,11,26,66,37,Western Michigan University,Kalamazoo,MI,Predominantly bachelor's-degree granting,Graduate degree,Public,0.8494,Not online only,13017.0,16041.0,0.691,4-year,407418866.0,15706.0,20371.0,26567.0,False
497,5.13,191,642,13,28,23,18,55,54,Academy College,Bloomington,MN,Predominantly bachelor's-degree granting,Bachelor's degree,Private for-profit,,Not online only,18699.0,18699.0,,4-year,,92.0,17898.0,31816.0,False
498,2.52,199,815,1,26,49,33,76,14,Alexandria Technical & Community College,Alexandria,MN,Predominantly associate's-degree granting,Associate degree,Public,,Not online only,5649.0,5649.0,0.6947,2-year,3277000.0,1303.0,13636.0,17880.0,False
499,4.02,98,560,4,14,28,7,36,9,American Indian OIC Inc,Minneapolis,MN,Predominantly certificate-degree granting,Certificate degree,Private nonprofit,,Not online only,,,,Less-than-2-year,,4.0,5579.0,14272.0,False
500,2.22,77,414,2,0,8,17,37,13,Bemidji State University,Bemidji,MN,Predominantly bachelor's-degree granting,Graduate degree,Public,0.6944,Not online only,9076.0,9076.0,0.6426,4-year,26934000.0,3698.0,16033.0,20919.0,False
501,3.03,818,1122,1,3,65,22,28,699,Concordia University-Saint Paul,Saint Paul,MN,Predominantly bachelor's-degree granting,Graduate degree,Private nonprofit,0.686,Not online only,23400.0,23400.0,0.2781,4-year,34916105.0,3222.0,15880.0,32686.0,False
502,3.62,48,353,14,2,8,4,18,2,Cosmetology Careers Unlimited College of Hair Skin and Nails,Duluth,MN,Predominantly certificate-degree granting,Certificate degree,Private for-profit,,Not online only,,,,Less-than-2-year,,23.0,13875.0,16163.0,False
503,5.43,211,1770,68,2,14,16,105,6,Minnesota West Community and Technical College,Granite Falls,MN,Predominantly certificate-degree granting,Associate degree,Public,,Not online only,5936.0,11236.0,0.5407,2-year,1132000.0,1683.0,11439.0,16333.0,True
504,3.52,220,936,1,2,23,60,61,73,Mayo Clinic College of Medicine and Science,Rochester,MN,Predominantly certificate-degree granting,Graduate degree,Private nonprofit,0.313,Not online only,7290.0,7290.0,,4-year,668944000.0,283.0,,,False
505,3.52,220,936,1,2,23,60,61,73,Mayo Clinic College of Medicine and Science - Florida,Jacksonville,FL,Not classified,Non-degree-granting,Private nonprofit,,,,,,4-year,,,,,False
506,3.52,220,936,1,2,23,60,61,73,Mayo Clinic College of Medicine and Science - Arizona,Scottsdale,AZ,Not classified,Non-degree-granting,Private nonprofit,,,,,,4-year,,,,,False
507,3.82,203,978,0,2,4,18,85,94,Metropolitan State University,Saint Paul,MN,Predominantly bachelor's-degree granting,Graduate degree,Public,0.6189,Not online only,8249.0,15673.0,0.2662,4-year,6017000.0,6155.0,16044.0,22819.0,False
508,4.33,143,603,21,17,14,22,44,25,Saint Cloud State University,Saint Cloud,MN,Predominantly bachelor's-degree granting,Graduate degree,Public,0.7322,Not online only,8779.0,17195.0,0.6475,4-year,31305000.0,7210.0,14581.0,19635.0,False
509,2.22,89,1285,1,0,12,24,45,7,St Catherine University,Saint Paul,MN,Predominantly bachelor's-degree granting,Graduate degree,Private nonprofit,0.7615,Not online only,42594.0,42594.0,0.525,4-year,93358622.0,2914.0,17814.0,50794.0,False
510,6.33,48,331,1,7,5,9,17,9,United Theological Seminary of the Twin Cities,St. Paul,MN,Entirely graduate-degree granting,Graduate degree,Private nonprofit,,Not online only,,,1.0,4-year,8919529.0,,,,False
511,4.94,288,836,2,8,18,24,94,142,Minnesota State College Southeast,Winona,MN,Predominantly certificate-degree granting,Associate degree,Public,,Not online only,5835.0,5835.0,0.6125,2-year,964000.0,1124.0,13063.0,17668.0,False
512,4.94,288,836,2,8,18,24,94,142,Minnesota State CollegeSoutheast-Red Wing Campus,Red Wing,MN,Not classified,Non-degree-granting,Public,,,5835.0,5835.0,,2-year,,,,,False
513,3.02,131,837,26,16,5,13,49,22,Winona State University,Winona,MN,Predominantly bachelor's-degree granting,Graduate degree,Public,0.7518,Not online only,9780.0,15971.0,0.6259,4-year,42976000.0,6249.0,17634.0,22003.0,False
514,4.13,368,1609,1,21,10,61,50,225,Century College,White Bear Lake,MN,Predominantly associate's-degree granting,Associate degree,Public,,Not online only,5578.0,5578.0,0.4588,2-year,4045000.0,6815.0,10397.0,14626.0,False
