,INSTNM,CITY,STABBR,INSTURL,PREDDEG,HIGHDEG,CONTROL,ADM_RATE,DISTANCEONLY,COSTT4_A,COSTT4_P,TUITIONFEE_IN,TUITIONFEE_OUT,PFTFAC,ICLEVEL,ENDOWBEGIN,UGDS,NPT4_PUB,NPT4_PRIV
4688,South University-Tampa,Tampa,FL,"southuniversity.edu/tampa#location=Tampa, FL",3,4,3,,0.0,29158.0,,17014.0,17014.0,0.3173,1,,491.0,,20764.0
4689,Milan Institute of Cosmetology-San Antonio Military,San Antonio,TX,milaninstitute.edu,1,1,3,,0.0,,30156.0,,,,3,,169.0,,25719.0
4690,Appalachian College of Pharmacy,Oakwood,VA,acp.edu,4,4,2,,0.0,,,,,1.0,1,405499.0,,,
4691,Paul Mitchell the School-Tampa,Tampa,FL,paulmitchell.edu/tampa,1,1,3,,0.0,,23400.0,,,,3,,210.0,,19924.0
4692,Paul Mitchell the School-San Diego,San Diego,CA,paulmitchell.edu/sandiego,1,1,3,,0.0,,27764.0,,,,2,,261.0,,22950.0
4693,Paul Mitchell the School-Michigan,Sterling Heights,MI,paulmitchell.edu/sterlingheights,1,1,3,,0.0,,25415.0,,,,3,,185.0,,22425.0
4694,Paul Mitchell the School-Sherman Oaks,Sherman Oaks,CA,paulmitchell.edu/shermanoaks,1,1,3,,0.0,,24097.0,,,,3,,346.0,,19180.0
4695,Paul Mitchell the School-Tysons Corner,McLean,VA,paulmitchell.edu/tysonscorner,1,1,3,,0.0,,22840.0,,,,3,,109.0,,17604.0
4696,Blue Cliff College-Houma,Houma,LA,bluecliffcollege.edu,1,1,3,,0.0,,26738.0,,,,3,,160.0,,22091.0
4697,Fortis College-Columbus,Westerville,OH,fortis.edu,1,2,3,,0.0,33889.0,,15627.0,15627.0,0.6182,2,,904.0,,28115.0
4698,Fortis College-Cincinnati,Cincinnati,OH,fortis.edu,1,2,3,,0.0,29778.0,,15114.0,15114.0,0.5122,2,,562.0,,23700.0
4699,Blue Cliff College-Fayetteville,Fayetteville,AR,bluecliffcollege.com,1,1,3,,0.0,,27711.0,,,,3,,36.0,,23007.0
4700,Blue Cliff College-Alexandria,Alexandria,LA,bluecliffcollege.edu,1,2,3,,0.0,,26052.0,,,0.4688,2,,548.0,,21106.0
4701,Strayer University-Delaware,Wilmington,DE,strayer.edu/campus-locations/delaware/wilmington,3,4,3,,0.0,,,13515.0,13515.0,0.1667,1,,267.0,,
4702,Brite Divinity School,Fort Worth,TX,brite.edu,4,4,2,,0.0,,,,,0.95,1,85302706.0,,,
4703,Strayer University-Alabama,Birmingham,AL,strayer.edu/campus-locations/alabama/birmingham,3,4,3,,0.0,25041.0,,13515.0,13515.0,0.16,1,,1188.0,,21339.0
4704,Brown Aveda Institute-Strongsville,Strongsville,OH,brownaveda.com,1,1,3,,0.0,,21728.0,,,,2,,112.0,,19153.0
4705,Clary Sage College,Tulsa,OK,clarysagecollege.com,1,1,2,,0.0,,20299.0,,,,3,,418.0,,17406.0
4706,Rasmussen University-Wisconsin,Green Bay,WI,rasmussen.edu,2,3,3,,0.0,24190.0,,12167.0,12167.0,0.2931,1,,496.0,,19206.0
4707,Empire Beauty School-Richmond,Richmond,VA,empire.edu,1,1,3,,0.0,,20280.0,,,,3,,68.0,,16411.0
4708,Empire Beauty School-North Hills,Pittsburgh,PA,empire.edu,1,1,3,,0.0,,20982.0,,,,3,,45.0,,16139.0
4709,Empire Beauty School-Concord,Concord,NC,empire.edu,1,1,3,,0.0,,20229.0,,,,3,,110.0,,15258.0
4710,Lexington Healing Arts Academy,Lexington,KY,lexingtonhealingarts.com,1,1,3,,0.0,,,,,,3,,115.0,,
4711,Empire Beauty School-Hooksett,Hooksett,NH,empirebeautyschools.com,1,1,3,,0.0,,13955.0,,,,3,,248.0,,11413.0
4712,The Institute of Beauty and Wellness,Milwaukee,WI,ibw.edu,1,1,3,,0.0,,16788.0,,,,3,,196.0,,10186.0
4713,Carrington College-Stockton,Stockton,CA,carrington.edu,1,2,3,,0.0,,34021.0,,,0.9167,2,,357.0,,30293.0
4714,Carrington College-Citrus Heights,Citrus Heights,CA,carrington.edu,1,2,3,,0.0,,35208.0,,,0.6364,2,,199.0,,30183.0
4715,Trend Barber College,Houston,TX,trendbarbercollege.com,1,1,3,,0.0,,18984.0,,,,3,,56.0,,15917.0
4716,Euphoria Institute of Beauty Arts & Sciences-Summerlin,Las Vegas,NV,lincolntech.edu/campus/las-vegas-summerlin-nv,1,1,3,,0.0,,39230.0,,,,3,,664.0,,36334.0
4717,Columbia Southern University,Orange Beach,AL,columbiasouthern.edu,3,4,3,,1.0,15597.0,,5775.0,5775.0,0.4928,1,,11525.0,,12474.0
4718,Arizona Culinary Institute,Scottsdale,AZ,azculinary.edu,1,1,3,,0.0,,40882.0,,,,3,,158.0,,35240.0
4719,Healthcare Career College,Paramount,CA,healthcarecareercollege.edu,1,2,3,,0.0,,21974.0,,,,2,,279.0,,17960.0
4720,Coastline Beauty College,Fountain Valley,CA,coastlinebeauty.edu,1,1,3,,0.0,,16719.0,,,,3,,201.0,,12387.0
4721,Branford Academy of Hair and Cosmetology,Branford,CT,branfordacademy.com,1,1,3,,0.0,,17364.0,,,,3,,11.0,,16664.0
4722,Academy of Massage and Bodywork,Bear,DE,massage-academy.com,1,1,3,,0.0,,,,,,3,,106.0,,
4723,Academy for Five Element Acupuncture,Gainesville,FL,acupuncturist.edu,4,4,2,,0.0,,,,,,1,,,,
4724,Academy of Career Training,Kissimmee,FL,academyofcareertraining.com,1,1,3,,0.0,,5091.0,,,,3,,52.0,,0.0
4725,Miami Regional University,Miami Springs,FL,mru.edu,2,4,3,,0.0,,33908.0,,,0.56,1,,393.0,,30873.0
4726,Paul Mitchell the School-Miami,Miami,FL,paulmitchell.edu/miami,1,1,3,,0.0,,28820.0,,,,3,,111.0,,26309.0
4727,Aveda Institute-South Florida,Davie,FL,beaveda.com,1,1,3,,0.0,,31688.0,,,,3,,645.0,,28255.0
4728,Aveda Institute-Tallahassee,Tallahassee,FL,beaveda.com,1,1,3,,0.0,,27259.0,,,,3,,636.0,,23728.0
4729,Shear Excellence Hair Academy,Tampa,FL,shearexcell.edu,1,1,3,,0.0,,27195.0,,,,3,,137.0,,23405.0
4730,Carlson College of Massage Therapy,Anamosa,IA,carlsoncollege.com,1,1,3,,0.0,,16031.0,,,,3,,29.0,,14357.0
4731,MyComputerCareer at Indianapolis,Indianapolis,IN,mycomputercareer.edu,1,1,3,,0.0,,41879.0,,,,2,,216.0,,34366.0
4732,Z Hair Academy,Overland Park,KS,zhairacademy.com,1,1,3,,0.0,,16884.0,,,,3,,197.0,,13257.0
4733,DiGrigoli School of Cosmetology,West Springfield,MA,digrigoli.com/school,1,1,3,,0.0,,23801.0,,,,3,,52.0,,20668.0
4734,Millennium Training Institute,Woburn,MA,millennium.edu,1,1,3,,0.0,,35491.0,,,,3,,125.0,,27297.0
4735,Elevate Salon Institute,Royal Oak,MI,esiroyaloak.com,1,1,3,,0.0,,17777.0,,,,3,,111.0,,13294.0
4736,Lakewood School of Therapeutic Massage,Port Huron,MI,lakewoodschool.edu,1,1,3,,0.0,,,,,,3,,14.0,,
4737,The Salon Professional Academy-Battle Creek,Battle Creek,MI,tspabattlecreek.com,1,1,3,,0.0,,,,,,3,,21.0,,
4738,Trend Setters School,Cape Girardeau,MO,trendsettersschool.com,1,1,3,,0.0,,13064.0,,,,3,,58.0,,8106.0
4739,Academy of Hair Design-Springfield,Springfield,MO,aohd.com,1,1,3,,0.0,,19163.0,,,,3,,285.0,,16662.0
4740,Corinth Academy of Cosmetology,Corinth,MS,cac.edu,1,1,3,,0.0,,27530.0,,,,3,,91.0,,21711.0
4741,Southeastern College-Charlotte,Charlotte,NC,sec.edu,1,1,3,1.0,0.0,35733.0,,21320.0,21320.0,,2,,231.0,,31688.0
4742,Yeshivas Be'er Yitzchok,Elizabeth,NJ,yeshivasbeeryitzchok.org,3,3,2,0.8,0.0,29886.0,,10900.0,10900.0,,1,,67.0,,19513.0
4743,Yeshiva Toras Chaim,Lakewood,NJ,ytclakewood.com,3,3,2,0.6306,0.0,20107.0,,12250.0,12250.0,,1,,228.0,,3192.0
4744,Talmudical Seminary of Bobov,Brooklyn,NY,independentrabbinicalcolleges.org,3,3,2,0.7556,0.0,18000.0,,12200.0,12200.0,1.0,1,,473.0,,3934.0
4745,Center for Allied Health Education,Brooklyn,NY,cahe.edu,1,1,3,0.2667,0.0,,,,,,2,,216.0,,
4746,Monroe 2 Orleans BOCES-Center for Workforce Development,Rochester,NY,monroe2boces.org/cwd.aspx,1,1,1,,0.0,,24103.0,,,,3,,127.0,19720.0,
4747,Aveda Fredric's Institute-Cincinnati,West Chester,OH,avedafi.edu/cincinnati,1,1,3,,0.0,,24446.0,,,,3,,406.0,,20998.0
4748,MyComputerCareer at Columbus,Westerville,OH,mycomputercareer.edu,1,2,3,,0.0,,40911.0,,,,2,,2397.0,,34161.0
4749,CDE Career Institute,Tannersville,PA,cde.edu,1,1,3,,0.0,,35328.0,,,,3,,296.0,,30261.0
4750,Instituto Educativo Premier,Ponce,PR,premierponce.net,1,1,3,,0.0,,16863.0,,,,3,,258.0,,9814.0
4751,Charleston School of Law,Charleston,SC,charlestonlaw.edu,4,4,3,,0.0,,,,,0.4286,1,,,,
4752,Elite College of Cosmetology,Lexington,TN,elitecollegeofcosmetology.com,1,1,3,,0.0,,16646.0,,,,3,,57.0,,14017.0
4753,Manuel and Theresa's School of Hair Design-Bryan,Bryan,TX,manuelandtheresasschoolofhair.com,1,1,3,,0.0,,16650.0,,,,3,,16.0,,11537.0
4754,Southwest University at El Paso,El Paso,TX,southwestuniversity.edu,2,3,3,,0.0,23984.0,,16000.0,16000.0,,1,,1432.0,,18597.0
4755,Paul Mitchell the School-Austin,Austin,TX,paulmitchell.edu/austin,1,1,3,,0.0,,28617.0,,,,3,,214.0,,24272.0
4756,Aveda Institute-Provo,Provo,UT,avedainstituteprovo.com,1,1,3,,0.0,,17553.0,,,,3,,144.0,,14314.0
4757,Dixie Technical College,Saint George,UT,dixietech.edu,1,1,1,0.6652,0.0,,18382.0,,,,3,,882.0,10151.0,
4758,Victoria's Academy of Cosmetology,Kennewick,WA,victoriasacademy.edu,1,1,3,,0.0,,22508.0,,,,3,,59.0,,18170.0
4759,Paul Mitchell the School-San Antonio,San Antonio,TX,paulmitchell.edu/sanantonio,1,1,3,,0.0,,26652.0,,,,3,,349.0,,23275.0
4760,CEM College-Bayamon,Bayamón,PR,cemcollege.edu,1,3,3,,0.0,13793.0,,11640.0,11640.0,0.0667,1,,108.0,,5694.0
4761,Bryant & Stratton College-Wauwatosa,Wauwatosa,WI,bryantstratton.edu,2,3,3,,0.0,24633.0,,19332.0,19332.0,0.392,1,,1228.0,,17877.0
4762,The Art Institute of Austin,Bastrop,TX,artinstitutes.edu/austin,3,3,3,,0.0,42369.0,,19354.0,19354.0,,1,,127.0,,35399.0
4763,Remington College-Houston Southeast Campus,Webster,TX,remingtoncollege.edu/locations/houston/webster,1,2,2,,0.0,26962.0,,18841.0,18841.0,,2,,99.0,,20888.0
4764,Remington College-Shreveport Campus,Shreveport,LA,remingtoncollege.edu/locations/shreveport,1,3,2,,0.0,27673.0,,18000.0,18000.0,,1,,341.0,,22313.0
4765,Jenny Lea Academy of Cosmetology,Johnson City,TN,jennyleaacademy.com,1,1,3,,0.0,,19801.0,,,,3,,115.0,,13456.0
4766,Patrick Henry College,Purcellville,VA,phc.edu,3,3,2,0.8243,0.0,,,28425.0,28425.0,1.0,1,2013678.0,371.0,,
4767,The Hair Academy,Bismarck,ND,thehairacademynd.com,1,1,3,,0.0,,17711.0,,,,2,,71.0,,14367.0
4768,Ross Medical Education Center-New Baltimore,New Baltimore,MI,rosseducation.edu,1,1,3,,0.0,,20654.0,,,,3,,35.0,,16595.0
4769,Ross College-Sylvania,Sylvania,OH,rosseducation.edu,2,2,3,,0.0,,28294.0,,,,2,,968.0,,22498.0
4770,Escuela De Troqueleria Y Herramentaje,Bayamon,PR,escuelatroqueleria.jimdo.com,1,1,1,,0.0,8950.0,,3850.0,3850.0,,2,,72.0,2919.0,
4771,Fortis Institute-Nashville,Nashville,TN,fortis.edu,1,2,3,,0.0,31058.0,,15804.0,15804.0,0.3261,2,,479.0,,26044.0
4772,ATA College-Cincinnati,Cincinnati,OH,ata.edu,1,2,3,,0.0,25950.0,,13120.0,13120.0,0.2059,2,,265.0,,21856.0
4773,Dental Assistant Pro LLC-Columbus,Westerville,OH,dentalassistantpro.com,1,1,3,,0.0,,,,,,3,,15.0,,
4774,Dental Assistant Pro-Lebanon,Lebanon,OH,dentalassistantpro.com,1,1,3,,0.0,,,,,,3,,13.0,,
4775,Elite Welding Academy LLC,Cincinnati,OH,eliteweldingacademy.com,1,1,3,,0.0,,25536.0,,,,3,,73.0,,19499.0
4776,Galen College of Nursing-Cincinnati,Cincinnati,OH,galencollege.edu/cincinnati,2,3,3,,0.0,,31551.0,,,0.6769,1,,952.0,,28265.0
4777,Strayer University-North Carolina,Greensboro,NC,strayer.edu/campus-locations/north-carolina/greensboro,3,4,3,,0.0,25041.0,,13515.0,13515.0,0.1593,1,,3022.0,,19631.0
4778,Strayer University-New Jersey,Piscataway,NJ,strayer.edu/campus-locations/new-jersey/piscataway,3,4,3,,0.0,,,13515.0,13515.0,0.16,1,,551.0,,
4779,International Culinary Arts and Sciences Institute,Chesterland,OH,icasi.net,1,1,3,,0.0,,,,,,3,,32.0,,
4780,Ohio Media School-Columbus,Columbus,OH,beonair.com/locations/columbus,1,1,3,,0.0,,34546.0,,,,3,,277.0,,29838.0
4781,Ohio Medical Career College,Dayton,OH,omcc.edu,1,2,3,,0.0,,19378.0,,,,2,,86.0,,15185.0
4782,The King's College,New York,NY,tkc.edu,3,3,2,0.4382,0.0,58268.0,,37690.0,37690.0,1.0,1,482932.0,355.0,,33868.0
4783,Chamberlain University-Illinois,Addison,IL,chamberlain.edu,3,4,3,0.9286,0.0,32437.0,,20250.0,20250.0,0.1269,1,,13101.0,,23638.0
4784,Chamberlain University-Ohio,Columbus,OH,chamberlain.edu,3,3,3,0.7,0.0,27089.0,,19469.0,19469.0,0.122,1,,679.0,,18944.0
4785,Chamberlain University-Arizona,Phoenix,AZ,chamberlain.edu,3,3,3,0.3636,0.0,38273.0,,19982.0,19982.0,0.122,1,,797.0,,35174.0
4786,Bryan University,Rogers,AR,bryanu.edu,2,2,3,,0.0,26961.0,,16181.0,16181.0,,2,,15.0,,22258.0
4787,The Salon Professional Academy-Appleton,Appleton,WI,tspaappleton.com,1,1,3,,0.0,,14203.0,,,,2,,76.0,,11872.0
4788,Milan Institute of Cosmetology-Vacaville,Vacaville,CA,milaninstitute.edu,1,1,3,,0.0,,25844.0,,,,3,,169.0,,23484.0
4789,Milan Institute of Cosmetology-Reno,Reno,NV,milaninstitute.edu,1,1,3,,0.0,,26069.0,,,,3,,244.0,,23156.0
4790,Ottawa University-Online,Ottawa,KS,ottawa.edu,3,4,2,,1.0,,,,,0.7778,1,4270464.0,128.0,,
4791,Paul Mitchell the School-Esani,Roswell,GA,paulmitchell.edu/atlanta-esani,1,1,3,,0.0,,23234.0,,,,3,,311.0,,18720.0
4792,Institute of Production and Recording,Minneapolis,MN,ipr.edu,2,3,3,,0.0,31371.0,,19845.0,19845.0,,1,,122.0,,23297.0
4793,Paul Mitchell the School-Birmingham,Hoover,AL,paulmitchell.edu/birmingham,1,1,3,,0.0,,17702.0,,,,3,,146.0,,13230.0
4794,Taft University System,Lakewood,CO,taftu.edu,3,4,3,,1.0,,,,,0.1587,1,,3.0,,
4795,Mayfield College,Cathedral City,CA,mayfieldcollege.edu,1,2,3,,0.0,,27395.0,,,,2,,323.0,,22770.0
4796,Academy of Esthetics and Cosmetology,San Fernando,CA,aecosmetology.com,1,1,3,,0.0,,20901.0,,,,3,,35.0,,14256.0
4797,Borner's Barber College,Los Angeles,CA,bornersbarbercollege.com,1,1,3,,0.0,,32000.0,,,,3,,32.0,,25655.0
4798,Paul Mitchell the School-Pasadena,Pasadena,CA,paulmitchell.edu/pasadena,1,1,3,,0.0,,18411.0,,,,3,,275.0,,15334.0
4799,San Francisco Institute of Esthetics & Cosmetology Inc,San Francisco,CA,sfiec.edu/ and paulmitchell.edu/sanfrancisco,1,1,3,,0.0,,24089.0,,,,3,,205.0,,21866.0
4800,Laurus College,San Luis Obispo,CA,lauruscollege.edu,2,3,3,,0.0,,17458.0,,,0.7059,1,,734.0,,13721.0
4801,Healing Hands School of Holistic Health,Escondido,CA,hhs.edu,1,1,3,,0.0,,42793.0,,,,3,,346.0,,40562.0
4802,Career Development Institute Inc,Los Angeles,CA,cdi.edu,1,1,3,,0.0,,30749.0,,,,3,,179.0,,24767.0
4803,Auguste Escoffier School of Culinary Arts-Boulder,Boulder,CO,escoffier.edu,1,2,3,,0.0,,14740.0,,,1.0,2,,9606.0,,10927.0
4804,Aspen University,Phoenix,AZ,aspen.edu,3,4,3,,0.0,17824.0,,5110.0,5110.0,1.0,1,,6299.0,,15952.0
4805,Institute of Taoist Education and Acupuncture,Louisville,CO,itea.edu,4,4,2,,0.0,,,,,,1,,,,
4806,Denver College of Nursing,Denver,CO,denvercollegeofnursing.edu,3,4,3,,0.0,,,,,0.1733,1,,1046.0,,
4807,Cambridge College of Healthcare & Technology,Delray Beach,FL,cambridgehealth.edu,2,2,3,,0.0,22042.0,,14908.0,14908.0,,2,,777.0,,16693.0
4808,Cozmo Beauty School,Bonita Springs,FL,cozmo.edu,1,1,3,,0.0,,22801.0,,,,3,,52.0,,19044.0
4809,Celebrity School of Beauty,Miami,FL,celebrity.edu,1,1,3,,0.0,,9673.0,,,,3,,745.0,,3897.0
4810,Paul Mitchell the School-Atlanta,Atlanta,GA,paulmitchell.edu/atlanta,1,1,3,,0.0,,19205.0,,,,3,,266.0,,14359.0
4811,Evans Hairstyling College-Rexburg,Rexburg,ID,evanshairstylingcollege.com,1,1,3,,0.0,,13188.0,,,,2,,75.0,,9540.0
4812,Paul Mitchell the School-Rexburg,Rexburg,ID,paulmitchell.edu/rexburg,1,1,3,,0.0,,21808.0,,,,3,,197.0,,16629.0
4813,University of Aesthetics & Cosmetology,Chicago,IL,uac.edu,1,1,3,,0.0,,21277.0,,,,3,,39.0,,18784.0
4814,The University of Aesthetics & Cosmetology,Downers Grove,IL,uofac.edu,1,1,3,,0.0,,19633.0,,,,3,,54.0,,17317.0
4815,Tricoci University of Beauty Culture-Chicago NW,Chicago,IL,tricociuniversity.edu,1,1,3,,0.0,,,,,,3,,215.0,,
4816,Tricoci University of Beauty Culture-Glendale Heights,Glendale Heights,IL,tricociuniversity.edu,1,1,3,,0.0,,25514.0,,,,3,,118.0,,13252.0
4817,Tricoci University of Beauty Culture-Peoria,Peoria,IL,tricociuniversity.edu,1,1,3,,0.0,,,,,,3,,127.0,,
4818,Tricoci University of Beauty Culture-Rockford,Rockford,IL,tricociuniversity.edu,1,1,3,,0.0,,21184.0,,,,3,,210.0,,14770.0
4819,Omega Studios' School of Applied Recording Arts & Sciences,Rockville,MD,omegastudios.com,1,1,3,,0.0,,,,,,3,,102.0,,
4820,French Academy of Cosmetology,Spring Lake,MI,frenchacademyofcosmetology.com,1,1,3,,0.0,,14814.0,,,,3,,61.0,,12266.0
4821,Healing Arts Center,St. Louis,MO,thehealingartscenter.com,1,1,3,,0.0,,,,,,3,,100.0,,
4822,Paul Mitchell the School-Springfield,Springfield,MO,paulmitchell.edu/springfield,1,1,3,,0.0,,18412.0,,,,3,,250.0,,15905.0
4823,Urshan Graduate School of Theology,Wentzville,MO,ugst.edu,4,4,2,,0.0,,,,,,1,,,,
4824,Mississippi Institute of Aesthetics Nails & Cosmetology,Clinton,MS,msinstitute.com,1,1,3,,0.0,,,,,,3,,76.0,,
4825,College of Western Idaho,Nampa,ID,cwi.edu,1,2,1,,0.0,12444.0,,3336.0,7344.0,0.3864,2,2079705.0,6261.0,8130.0,
4826,Aveda Institute-Chapel Hill,Chapel Hill,NC,avedafi.edu/chapel-hill,1,1,3,,0.0,,22684.0,,,,3,,217.0,,18369.0
4827,Daoist Traditions College of Chinese Medical Arts,Asheville,NC,daoisttraditions.edu,4,4,3,,0.0,,,,,,1,,,,
4828,Total Image Beauty Academy,Union City,NJ,tiba.edu,1,1,3,,0.0,,19792.0,,,,3,,242.0,,15038.0
4829,Jersey College,Teterboro,NJ,jerseycollege.edu,2,2,3,0.5939,0.0,,27038.0,,,0.4155,2,,2905.0,,23754.0
4830,American Institute of Medical Sciences & Education,Piscataway,NJ,aimseducation.edu,1,1,3,,0.0,,,,,,2,,403.0,,
4831,Casal Institute of Nevada,Las Vegas,NV,avedalasvegas.com,1,1,3,,0.0,,19132.0,,,,3,,313.0,,14474.0
4832,Career School of NY,Staten Island,NY,careerschoolny.com,1,1,2,,0.0,,12133.0,,,,3,,61.0,,8691.0
4833,Yeshiva of Machzikai Hadas,Brooklyn,NY,yeshivaofmachzikaihadas.com,3,3,2,0.6837,0.0,29086.0,,10100.0,10100.0,0.7143,1,,411.0,,16257.0
4834,Aveda Institute-Columbus,Columbus,OH,avedafi.edu/columbus,1,1,3,,0.0,,24663.0,,,,3,,255.0,,20465.0
4835,Paul Mitchell the School-Cincinnati,Cincinnati,OH,paulmitchell.edu/cincinnati,1,1,3,,0.0,,20320.0,,,,3,,232.0,,16929.0
4836,Hands on Therapy,Mesquite,TX,handsontherapyschools.com,1,1,3,,0.0,,23056.0,,,,3,,37.0,,19343.0
4837,MediaTech Institute-Dallas,Dallas,TX,mediatech.edu,2,2,3,,0.0,,23847.0,,,0.0909,2,,194.0,,17202.0
4838,Aveda Arts & Sciences Institute-San Antonio,San Antonio,TX,avedaarts.edu,1,1,3,,0.0,,22632.0,,,,3,,350.0,,17270.0
4839,Skin Science Institute,Sandy,UT,skinscienceinstitute.com,1,1,3,,0.0,,29603.0,,,,3,,182.0,,24800.0
4840,Pacific Northwest University of Health Sciences,Yakima,WA,pnwu.edu,4,4,2,,0.0,,,,,0.2632,1,1420507.0,,,
4841,The Chicago School of Professional Psychology at Anaheim,Anaheim,CA,thechicagoschool.edu/anaheim,4,4,2,,0.0,,,,,1.0,1,4421375.0,,,
4842,Fortis College-Dothan,Dothan,AL,fortiscollege.edu,1,1,3,,0.0,,16969.0,,,,3,,141.0,,12351.0
4843,Fortis Institute-Pensacola,Pensacola,FL,fortis.edu,1,2,3,,0.0,31793.0,,14974.0,14974.0,0.2353,2,,668.0,,26640.0
4844,Fortis College-Montgomery,Montgomery,AL,fortis.edu,1,1,3,,0.0,,25621.0,,,,3,,264.0,,19888.0
4845,Woodland Community College,Woodland,CA,wcc.yccd.edu,2,2,1,,0.0,10948.0,,1124.0,6380.0,0.344,2,,2554.0,3768.0,
4846,Dorsey College-Roseville,Roseville,MI,dorsey.edu,1,1,3,,0.0,35905.0,,22430.0,22430.0,,3,,91.0,,28445.0
4847,Fortis Institute-Birmingham,Birmingham,AL,fortis.edu,1,2,3,,0.0,27452.0,,13655.0,13655.0,0.3659,2,,539.0,,21197.0
4848,The Chicago School of Professional Psychology at Los Angeles,Los Angeles,CA,thechicagoschool.edu/los-angeles,3,4,2,0.3662,0.0,34482.0,,12712.0,12712.0,0.8505,1,29135728.0,223.0,,31713.0
4849,Cardiac and Vascular Institute of Ultrasound,Mobile,AL,ultrasound.edu,1,1,3,,0.0,,,,,,2,,54.0,,
4850,Studio Academy of Beauty,Chandler,AZ,tsaob.com,1,1,3,,0.0,,19722.0,,,,3,,704.0,,16493.0
4851,California Nurses Educational Institute,Palm Springs,CA,cnei.edu,1,1,3,,0.0,,28392.0,,,,3,,244.0,,24020.0
4852,Paul Mitchell the School-Sacramento,Sacramento,CA,paulmitchell.edu/sacramento,1,1,3,,0.0,,19082.0,,,,3,,325.0,,16463.0
4853,Providence Christian College,Pasadena,CA,providencecc.edu,3,3,2,0.825,0.0,47263.0,,33396.0,33396.0,0.5333,1,27442.0,123.0,,22004.0
4854,Oxford Academy of Hair Design Inc,Seymour,CT,oxfordhairacademy.com,1,1,3,,0.0,,16091.0,,,,3,,101.0,,12483.0
4855,Institute of World Politics,Washington,DC,iwp.edu,4,4,2,,0.0,,,,,1.0,1,3466635.0,,,
4856,Pontifical John Paul II Institute for Studies on Marriage and Family,Washington,DC,johnpaulii.edu,4,4,2,,0.0,,,,,0.6667,1,2804238.0,,,
4857,Medical Institute of Palm Beach,Greenacres,FL,medicalinstitutepb.edu,1,1,3,,0.0,,36200.0,,,,3,,188.0,,32016.0
4858,Oliver Finley Academy of Cosmetology,Boise,ID,oliverfinley.com,1,1,3,,0.0,,21829.0,,,,3,,268.0,,18850.0
4859,National Career College,Panorama City,CA,nccusa.edu,1,2,3,,0.0,,30322.0,,,0.4348,2,,330.0,,25266.0
4860,Aveda Institute-Chicago,Chicago,IL,douglasj.edu,1,1,3,,0.0,,30129.0,,,,3,,117.0,,25448.0
4861,Tricoci University of Beauty Culture-Libertyville,Libertyville,IL,tricociuniversity.edu,1,1,3,,0.0,,25514.0,,,,3,,159.0,,20633.0
4862,Tricoci University of Beauty Culture-Bridgeview,Bridgeview,IL,tricociuniversity.edu,1,1,3,,0.0,,,,,,3,,365.0,,
4863,The Temple-A Paul Mitchell Partner School,Frederick,MD,paulmitchell.edu/frederick,1,1,3,,0.0,,22562.0,,,,3,,182.0,,19448.0
4864,Center for Massage,Asheville,NC,centerformassage.com,1,1,3,,0.0,,20642.0,,,,3,,54.0,,17109.0
4865,The Academy of Hair Design LLC,Oklahoma City,OK,academyofhairdesignok.com,1,1,3,,0.0,,18720.0,,,,3,,65.0,,14696.0
4866,Toni & Guy Hairdressing Academy-Cranston,Cranston,RI,rhodeisland.toniguy.edu,1,1,3,,0.0,,19930.0,,,,3,,144.0,,16752.0
4867,South Texas Training Center,San Benito,TX,southtexastraining.com,1,1,3,,0.0,13010.0,,12370.0,12370.0,,3,,114.0,,7510.0
4868,Columbia College,Vienna,VA,ccdc.edu,1,2,3,,0.0,,15739.0,,,0.0833,2,,234.0,,11697.0
4869,Vermont College of Fine Arts,Montpelier,VT,vcfa.edu,4,4,2,,0.0,,,,,0.0071,1,464781.0,,,
4870,Advanced Welding Institute,South Burlington,VT,awi.edu,1,1,3,,0.0,,29792.0,,,,3,,70.0,,20299.0
4871,Paul Mitchell the School-Memphis,Memphis,TN,paulmitchell.edu/memphis,1,1,3,,0.0,,23143.0,,,,3,,213.0,,18079.0
4872,Pima Medical Institute-East Valley,Mesa,AZ,pmi.edu,1,2,3,,0.0,,21922.0,,,0.2778,2,,383.0,,18781.0
4873,Paul Mitchell the School-Cleveland,Twinsburg,OH,paulmitchell.edu/cleveland,1,1,3,,0.0,,20722.0,,,,3,,155.0,,15937.0
4874,Paul Mitchell the School-Columbus,Columbus,OH,paulmitchell.edu/columbus,1,1,3,,0.0,,21178.0,,,,3,,137.0,,16901.0
4875,Empire Beauty School-Spring Lake Park,Spring Lake Park,MN,empire.edu,1,1,3,,0.0,,20213.0,,,,3,,89.0,,15597.0
4876,MediaTech Institute-Houston,Houston,TX,mediatech.edu,2,2,3,,0.0,,23832.0,,,,2,,80.0,,18559.0
4877,Miller-Motte College-Raleigh,Raleigh,NC,miller-motte.edu,1,2,3,,0.0,,26218.0,,,0.2593,2,,225.0,,21960.0
4878,Lamson Institute,San Antonio,TX,lamson.edu,1,1,3,,0.0,,28440.0,,,0.2813,2,,409.0,,22178.0
4879,College of Hair Design-East Campus,Lincoln,NE,collegeofhairdesign.com,1,1,3,,0.0,,18835.0,,,,2,,114.0,,16056.0
4880,Fortis College-Salt Lake City,Salt Lake City,UT,fortis.edu,1,2,3,,0.0,30672.0,,14240.0,14240.0,0.2679,2,,490.0,,25248.0
